x_orig,pdp
1.6432952221201447e-10,156.47505
0.01962080645377602,157.3662
0.03924161274322252,158.25093
0.058862419032669026,159.11444
0.07848322532211552,160.12392
0.09810403161156203,161.15215
0.11772483790100853,162.13126
0.13734564419045503,163.10266
0.15696645047990154,164.16191
0.17658725676934803,165.17813
0.19620806305879454,166.13242
0.21582886934824103,167.02998
0.23544967563768754,167.87186
0.25507048192713405,168.72734
0.2746912882165805,169.69238
0.294312094506027,170.71349
0.31393290079547354,171.81091
0.33355370708492005,173.0639
0.35317451337436656,174.53548
0.3727953196638131,176.17932
0.39241612595325953,177.91542
0.41203693224270604,179.83682
0.43165773853215256,182.00523
0.45127854482159907,184.36256
0.4708993511110456,186.77544
0.4905201574004921,189.29485
0.5101409636899386,191.9049
0.5297617699793851,194.58919
0.5493825762688316,197.52155
0.5690033825582781,200.57199
0.5886241888477246,203.66432
0.608244995137171,206.81966
0.6278658014266175,209.93657
0.6474866077160641,213.0465
0.6671074140055105,216.17441
0.6867282202949571,219.27827
0.7063490265844036,222.39032
0.7259698328738501,225.46162
0.7455906391632966,228.49113
0.7652114454527431,231.57889
